query,page,clicks,impressions,ctr,position
1/1 bowen street st helens tas 7216,https://www.yourpropertyguide.com.au/property/unit-2-1-bowen-street-st-helens-tas-7216,0,6,0,16.8
1/1 bowen street st helens tas 7216,https://www.yourpropertyguide.com.au/suburbs/st-helens-tas-7216/bowen-street,0,15,0,22.9
1/146 maud street balwyn north vic 3104,https://www.yourpropertyguide.com.au/suburbs/balwyn-north-vic-3104/maud-street,0,46,0,16.9
1/19 gildan street balwyn north vic 3104,https://www.yourpropertyguide.com.au/suburbs/balwyn-north-vic-3104/gildan-street,0,107,0,16.6
1/24 campbell street north richmond,https://www.yourpropertyguide.com.au/suburbs/north-richmond-nsw-2754/campbell-street,0,2,0,9.5
1/24 green st ivanhoe,https://www.yourpropertyguide.com.au/property/unit-1-24-green-street-ivanhoe-vic-3079,0,1,0,11
1/24 green street ivanhoe,https://www.yourpropertyguide.com.au/property/unit-1-24-green-street-ivanhoe-vic-3079,0,4,0,10
1/30 crows nest road waverton,https://www.yourpropertyguide.com.au/suburbs/waverton-nsw-2060/crows-nest-road,0,1,0,20
1/68 coates street mount louisa qld 4814,https://www.yourpropertyguide.com.au/suburbs/mount-louisa-qld-4814/coates-street,0,70,0,16.5
1/71 king street buderim qld 4556,https://www.yourpropertyguide.com.au/suburbs/buderim-qld-4556/king-street,0,15,0,23.1
1/89 green st ivanhoe,https://www.yourpropertyguide.com.au/property/unit-1-89-green-street-ivanhoe-vic-3079,0,6,0,9.8
1/90,https://www.yourpropertyguide.com.au/property/unit-1-90-green-street-ivanhoe-vic-3079,0,1,0,61
10 airdrie road caulfield north,https://www.yourpropertyguide.com.au/suburbs/caulfield-north-vic-3161/airdrie-road,0,3,0,10.3
10 arthur street grafton nsw 2460,https://www.yourpropertyguide.com.au/property/10-arthur-street-randwick-nsw-2031,0,1,0,46
10 banool ave st ives,https://www.yourpropertyguide.com.au/suburbs/st-ives-nsw-2075/banool-avenue,0,1,0,13
10 bega way donnybrook,https://www.yourpropertyguide.com.au/suburbs/donnybrook-vic-3064/bega-way,0,17,0,6.9
10 bigarade way tarneit vic 3029,https://www.yourpropertyguide.com.au/suburbs/tarneit-vic-3029/bigarade-way,0,38,0,18.6
10 butler retreat waroona,https://www.yourpropertyguide.com.au/suburbs/waroona-wa-6215/butler-retreat,0,7,0,9.1
10 cameo street tarneit,https://www.yourpropertyguide.com.au/suburbs/tarneit-vic-3029/cameo-street,0,3,0,10.7
10 generosa grove tarneit,https://www.yourpropertyguide.com.au/property/10-generosa-grove-tarneit-vic-3029,0,6,0,10.2
10 harden street kawana,https://www.yourpropertyguide.com.au/property/10-harden-street-kawana-qld-4701,0,5,0,5.6
10 harden street kawana,https://www.yourpropertyguide.com.au/suburbs/kawana-qld-4701/harden-street,0,2,0,8.5
10 harden street kawana qld 4701,https://www.yourpropertyguide.com.au/property/10-harden-street-kawana-qld-4701,0,33,0,11.7
10 hildegard place baulkham hills nsw 2153,https://www.yourpropertyguide.com.au/suburbs/baulkham-hills-nsw-2153,0,2,0,18.5
10 kimberly court,https://www.yourpropertyguide.com.au/suburbs/berwick-vic-3806/kimberly-court,0,1,0,9
10 koro court dundowran beach qld 4655,https://www.yourpropertyguide.com.au/suburbs/dundowran-beach-qld-4655,0,14,0,18.4
10 leila court bacchus marsh,https://www.yourpropertyguide.com.au/property/10-leila-court-bacchus-marsh-vic-3340,0,11,0,9.3
10 lycium road clyde north vic 3978,https://www.yourpropertyguide.com.au/suburbs/clyde-north-vic-3978,0,2,0,13.5
10 markham avenue ashburton,https://www.yourpropertyguide.com.au/suburbs/ashburton-vic-3147,0,1,0,46
10 moorhouse street armadale,https://www.yourpropertyguide.com.au/property/10-moorhouse-street-armadale-vic-3143,0,16,0,8.6
10 mulholland drive,https://www.yourpropertyguide.com.au/suburbs/tarneit-vic-3029/mulholland-drive,0,1,0,11
10 obryans road hallston vic 3953,https://www.yourpropertyguide.com.au/suburbs/hallston-vic-3953/obryans-road,0,429,0,12.5
10 odara mews tarneit,https://www.yourpropertyguide.com.au/suburbs/tarneit-vic-3029/odara-mews,0,3,0,10.7
10 palmwood drive dundowran beach qld 4655,https://www.yourpropertyguide.com.au/suburbs/dundowran-beach-qld-4655,0,6,0,25
10 partington street donnybrook,https://www.yourpropertyguide.com.au/suburbs/donnybrook-vic-3064/partington-street,0,2,0,10
10 pigeon close calderwood,https://www.yourpropertyguide.com.au/suburbs/calderwood-nsw-2527/pigeon-close,0,1,0,10
10 wallace street,https://www.yourpropertyguide.com.au/property/10-wallace-street-burwood-nsw-2134,0,1,0,11
10 westwood avenue adamstown heights,https://www.yourpropertyguide.com.au/suburbs/adamstown-heights-nsw-2289/westwood-avenue,0,3,0,10.3
10 wylie way point cook vic 3030,https://www.yourpropertyguide.com.au/suburbs/point-cook-vic-3030,0,2,0,38.5
10 yering place chirnside park,https://www.yourpropertyguide.com.au/suburbs/chirnside-park-vic-3116/yering-place,0,4,0,10.8
100 anthony drive chirnside park vic 3116,https://www.yourpropertyguide.com.au/suburbs/chirnside-park-vic-3116,0,1,0,38
100 commission real estate brokers,https://www.yourpropertyguide.com.au/guides/real-estate-commission-vic,0,1,0,70
100 crawford street bulahdelah nsw 2423,https://www.yourpropertyguide.com.au/suburbs/bulahdelah-nsw-2423,0,4,0,40.8
100 crawford street bulahdelah nsw 2423,https://www.yourpropertyguide.com.au/suburbs/crawford-river-nsw-2423,0,5,0,46
100 crawford street bulahdelah nsw 2423,https://www.yourpropertyguide.com.au/suburbs/nerong-nsw-2423,0,2,0,38.5
1000 mortgage payment,https://www.yourpropertyguide.com.au/mortgage-calculator,0,1,0,99
1000000 mortgage,https://www.yourpropertyguide.com.au/mortgage-calculator,0,1,0,87
100k before tax,https://www.yourpropertyguide.com.au/affordability-calculator,0,1,0,4
101 4 6 mckye street waverton nsw 2060,https://www.yourpropertyguide.com.au/property/unit-18-10-mckye-street-waverton-nsw-2060,0,1,0,33
101 4 6 mckye street waverton nsw 2060,https://www.yourpropertyguide.com.au/suburbs/waverton-nsw-2060/mckye-street,0,2,0,18.5
101 hampton road,https://www.yourpropertyguide.com.au/property/101-hampton-drive-tannum-sands-qld-4680,0,1,0,4
1010 tarwin lower road middle tarwin vic 3956,https://www.yourpropertyguide.com.au/suburbs/tarwin-lower-vic-3956,0,1,0,12
1027/13,https://www.yourpropertyguide.com.au/property/unit-1027-13-oscar-place-eastgardens-nsw-2036,0,1,0,7
"1055 skyline road, christmas hills, vic 3775",https://www.yourpropertyguide.com.au/suburbs/christmas-hills-vic-3775/skyline-road,0,2,0,10
107 15 hamilton street bentleigh vic 3204,https://www.yourpropertyguide.com.au/suburbs/bentleigh-vic-3204/hamilton-street,0,6,0,69.5
107/8,https://www.yourpropertyguide.com.au/property/unit-107-8-yarraman-avenue-randwick-nsw-2031,0,1,0,9
108 2 stanley street burwood nsw 2134,https://www.yourpropertyguide.com.au/suburbs/burwood-nsw-2134/stanley-street,0,4,0,57.8
109 mccracken street essendon,https://www.yourpropertyguide.com.au/suburbs/essendon-vic-3040/mccracken-street,0,4,0,10.8
10a bradshaw crescent manning,https://www.yourpropertyguide.com.au/suburbs/manning-wa-6152/bradshaw-crescent,0,1,0,20
11 16 mckye street waverton nsw 2060,https://www.yourpropertyguide.com.au/suburbs/waverton-nsw-2060/mckye-street,0,2,0,21
11 89-91 dangar street randwick nsw 2031,https://www.yourpropertyguide.com.au/suburbs/randwick-nsw-2031/dangar-street,0,3,0,22.3
11 allison cres marysville vic 3779,https://www.yourpropertyguide.com.au/suburbs/marysville-vic-3779,0,5,0,41.4
11 aviemore court moama nsw 2731,https://www.yourpropertyguide.com.au/suburbs/moama-nsw-2731/aviemore-court,0,15,0,11.5
11 boundary road deception bay qld 4508,http://yourpropertyguide.com.au/,0,1,0,23
11 boundary road deception bay qld 4508,https://www.yourpropertyguide.com.au/,0,3,0,25.3
11 bull road tarneit,https://www.yourpropertyguide.com.au/suburbs/tarneit-vic-3029/bull-road,0,5,0,10.4
11 cash avenue north samford village qld 4520,https://www.yourpropertyguide.com.au/suburbs/samford-village-qld-4520/rental-market,0,1,0,30
11 columbus street seaford meadows sa 5169,https://www.yourpropertyguide.com.au/suburbs/seaford-meadows-sa-5169,0,2,0,25
11 dunbar court keilor downs vic 3038,https://www.yourpropertyguide.com.au/suburbs/keilor-downs-vic-3038,0,10,0,51.8
11 dunbar courtkeilor downs vic 3038,https://www.yourpropertyguide.com.au/suburbs/keilor-downs-vic-3038,0,3,0,66.7
11 goodrick court mount warren park,https://www.yourpropertyguide.com.au/suburbs/mount-warren-park-qld-4207/goodrick-court,0,7,0,10.1
11 graham street tannum sands,https://www.yourpropertyguide.com.au/suburbs/tannum-sands-qld-4680/graham-street,0,5,0,10
11 jamison crescent north richmond nsw 2754,https://www.yourpropertyguide.com.au/suburbs/north-richmond-nsw-2754/jamison-crescent,0,2,0,13
11 june avenue dromana vic 3936,https://www.yourpropertyguide.com.au/suburbs/dromana-vic-3936,0,26,0,52.2
11 konrads court truganina vic 3029,https://www.yourpropertyguide.com.au/suburbs/truganina-vic-3029,0,2,0,27
11 kooyong court taylors hill vic 3037,https://www.yourpropertyguide.com.au/suburbs/taylors-hill-vic-3037,0,2,0,17
11 kooyong court taylors hill vic 3037,https://yourpropertyguide.com.au/suburbs/taylors-hill-vic-3037,0,1,0,15
11 landra avenue mount colah nsw 2079,https://www.yourpropertyguide.com.au/suburbs/mount-colah-nsw-2079,0,2,0,20.5
11 logrunner place willawong qld 4110,https://www.yourpropertyguide.com.au/suburbs/willawong-qld-4110,0,15,0,36.1
11 moray close taylors hill,https://yourpropertyguide.com.au/suburbs/taylors-hill-vic-3037,0,2,0,18
11 mound avenue donnybrook,https://www.yourpropertyguide.com.au/suburbs/donnybrook-vic-3064/mound-avenue,0,1,0,9
11 paradise court mount louisa,https://www.yourpropertyguide.com.au/suburbs/mount-louisa-qld-4814/paradise-court,0,1,0,11
11 plunkett street paddington,https://www.yourpropertyguide.com.au/suburbs/paddington-qld-4064,0,1,0,46
11 reid mews berwick,https://www.yourpropertyguide.com.au/suburbs/berwick-vic-3806/reid-mews,0,6,0,11
11 rushtons way mount louisa qld 4814,https://www.yourpropertyguide.com.au/suburbs/mount-louisa-qld-4814/rushtons-way,0,243,0,12.8
11 stockyard heights drive stockyard qld 4703,https://www.yourpropertyguide.com.au/suburbs/stockyard-qld-4344/rental-market,0,2,0,91
11 stockyard heights drive stockyard qld 4703,https://www.yourpropertyguide.com.au/suburbs/stockyard-qld-4703/rental-market,0,14,0,22.1
11 swaine drive wilton nsw 2571,https://www.yourpropertyguide.com.au/suburbs/wilton-nsw-2571,0,1,0,30
11 the boulevard balwyn north,https://www.yourpropertyguide.com.au/suburbs/balwyn-north-vic-3104/the-boulevard,0,2,0,11.5
11 yering place chirnside park,https://www.yourpropertyguide.com.au/suburbs/chirnside-park-vic-3116/yering-place,0,30,0,10.3
110 mees road buchan south vic 3885,https://www.yourpropertyguide.com.au/suburbs/buchan-vic-3885/schools,0,1,0,13
110- 30%,https://www.yourpropertyguide.com.au/property/unit-110-30-young-street-randwick-nsw-2031,0,1,0,10
110-30,https://www.yourpropertyguide.com.au/property/unit-110-30-young-street-randwick-nsw-2031,0,1,0,11
110-30%,https://www.yourpropertyguide.com.au/property/unit-110-30-young-street-randwick-nsw-2031,0,1,0,10
1100 high street armadale vic 3143,https://www.yourpropertyguide.com.au/property/7-moorhouse-street-armadale-vic-3143,0,3,0,82.3
1104 malvern road armadale,https://www.yourpropertyguide.com.au/suburbs/armadale-vic-3143/malvern-road,0,1,0,8
111 17 elsie street burwood nsw 2134,https://www.yourpropertyguide.com.au/suburbs/burwood-nsw-2134/elsie-street,0,1,0,23
111 wyndham way eleebana,https://www.yourpropertyguide.com.au/property/111-wyndham-way-eleebana-nsw-2282,0,1,0,9
111/1-7 waratah avenue randwick nsw 2031,https://www.yourpropertyguide.com.au/suburbs/randwick-nsw-2031/waratah-avenue,0,34,0,14.9
112 russell street,https://www.yourpropertyguide.com.au/property/112-russell-street-maryborough-qld-4650,0,1,0,11
112c north buderim boulevard buderim qld 4556,https://www.yourpropertyguide.com.au/suburbs/buderim-qld-4556/north-buderim-boulevard,0,1,0,17
113 bond street,https://www.yourpropertyguide.com.au/suburbs/caulfield-north-vic-3161/bond-street,0,1,0,71
113 roberts street essendon,https://www.yourpropertyguide.com.au/suburbs/essendon-vic-3040/roberts-street,0,2,0,11
114 shady hills bullsbrook,https://www.yourpropertyguide.com.au/suburbs/bullsbrook-wa-6084/shady-hills-view,0,62,0,10.5
114 shady hills view bullsbrook,https://www.yourpropertyguide.com.au/suburbs/bullsbrook-wa-6084/shady-hills-view,0,63,0,9.7
1148 1152 burke road balwyn north vic 3104,https://www.yourpropertyguide.com.au/suburbs/balwyn-north-vic-3104/burke-road,0,2,0,11.5
11653142 surfers paradise boulevard surfers paradise qld 4217,https://www.yourpropertyguide.com.au/suburbs/surfers-paradise-qld-4217,0,1,0,23
1170 dunoon road modanville nsw 2480,https://www.yourpropertyguide.com.au/suburbs/modanville-nsw-2480/dunoon-road,0,5,0,22
118 haynes street kawana qld 4701,https://www.yourpropertyguide.com.au/property/118-haynes-street-kawana-qld-4701,0,5,0,11.4
118 haynes street kawana qld 4701,https://www.yourpropertyguide.com.au/suburbs/kawana-qld-4701/haynes-street,0,1,0,30
119 ariadne street maryborough,https://www.yourpropertyguide.com.au/suburbs/maryborough-qld-4650/ariadne-street,0,1,0,10
119 darley road randwick nsw 2031,https://www.yourpropertyguide.com.au/suburbs/randwick-nsw-2031/darley-road,0,3,0,9.7
11a belcher street hamlyn heights vic 3215,https://www.yourpropertyguide.com.au/suburbs/hamlyn-heights-vic-3215,0,3,0,20
11a merris place milperra,https://www.yourpropertyguide.com.au/suburbs/milperra-nsw-2214/merris-place,0,2,0,10
12 agnes avenue balwyn north,https://www.yourpropertyguide.com.au/property/12-agnes-avenue-balwyn-north-vic-3104,0,2,0,11
12 albatross road kalimna vic 3909,https://www.yourpropertyguide.com.au/suburbs/kalimna-vic-3909,0,7,0,41.7
12 bocaccio court sorrento wa 6020,https://www.yourpropertyguide.com.au/suburbs/sorrento-wa-6020,0,5,0,20.6
12 bonniebird lane south morang vic 3752,https://www.yourpropertyguide.com.au/suburbs/south-morang-vic-3752,0,10,0,16.4
12 boree court berwick,https://www.yourpropertyguide.com.au/suburbs/berwick-vic-3806/boree-court,0,1,0,11
12 bromilow green mount claremont,https://www.yourpropertyguide.com.au/suburbs/mount-claremont-wa-6010,0,1,0,20
12 brungle creek road brungle nsw 2722,https://www.yourpropertyguide.com.au/suburbs/brungle-creek-nsw-2722,0,25,0,12.4
12 burnt bridge road burnt bridge nsw 2440,https://www.yourpropertyguide.com.au/suburbs/burnt-bridge-nsw-2440/schools,0,5,0,21.8
12 carcoola road st ives,https://www.yourpropertyguide.com.au/suburbs/st-ives-nsw-2075/carcoola-road,0,1,0,8
12 carpenter street calderwood,https://www.yourpropertyguide.com.au/suburbs/calderwood-nsw-2527/carpenter-street,0,1,0,10
12 charles conder place berwick,https://www.yourpropertyguide.com.au/suburbs/berwick-vic-3806,0,1,0,15
12 charles conder place berwick,https://www.yourpropertyguide.com.au/suburbs/berwick-vic-3806/charles-conder-place,0,3,0,10
12 charles crescent tannum sands,https://www.yourpropertyguide.com.au/suburbs/tannum-sands-qld-4680/charles-crescent,0,16,0,10.4
12 cooyoyo close ulladulla nsw 2539,https://www.yourpropertyguide.com.au/suburbs/ulladulla-nsw-2539,0,14,0,20.1
12 crown street crookwell nsw 2583,https://www.yourpropertyguide.com.au/suburbs/crookwell-nsw-2583,0,2,0,29
12 davids place buderim qld 4556,https://www.yourpropertyguide.com.au/suburbs/buderim-qld-4556/davids-place,0,1,0,11
12 emerstan drive castle cove nsw 2069,https://www.yourpropertyguide.com.au/suburbs/castle-cove-nsw-2069,0,2,0,36
12 filmer street clontarf qld 4019,https://www.yourpropertyguide.com.au/suburbs/clontarf-qld-4019,0,3,0,51
12 francis court narre warren,https://www.yourpropertyguide.com.au/suburbs/narre-warren-vic-3805/francis-court,0,2,0,9
12 glenefer street runcorn,https://www.yourpropertyguide.com.au/suburbs/runcorn-qld-4113,0,2,0,24.5
12 graceful street byford wa 6122,https://www.yourpropertyguide.com.au/suburbs/byford-wa-6122,0,4,0,24.5
12 healey circuit huntingwood nsw 2148,https://www.yourpropertyguide.com.au/suburbs/huntingwood-nsw-2148,0,1,0,67
12 holland way mons,https://www.yourpropertyguide.com.au/property/12-holland-way-mons-qld-4556,0,4,0,7
12 kroymans drive mount louisa,https://www.yourpropertyguide.com.au/property/12-kroymans-drive-mount-louisa-qld-4814,0,1,0,11
12 kyle way bacchus marsh,https://www.yourpropertyguide.com.au/suburbs/bacchus-marsh-vic-3340/kyle-way,0,6,0,9.2
12 lockwood way aveley wa 6069,https://www.yourpropertyguide.com.au/suburbs/aveley-wa-6069,0,1,0,16
12 morella road whale beach,https://www.yourpropertyguide.com.au/suburbs/whale-beach-nsw-2107/morella-road,0,2,0,34.5
12 nature place buderim,https://www.yourpropertyguide.com.au/suburbs/buderim-qld-4556/nature-place,0,1,0,9
12 nereid street capalaba qld 4157,https://www.yourpropertyguide.com.au/suburbs/capalaba-qld-4157,0,3,0,26
12 nereid street capalaba qld 4157,https://yourpropertyguide.com.au/suburbs/capalaba-qld-4157,0,1,0,26
12 nossal drive point cook vic 3030,https://www.yourpropertyguide.com.au/suburbs/point-cook-vic-3030,0,2,0,43
12 prophecy place newman wa 6753,https://www.yourpropertyguide.com.au/suburbs/newman-wa-6753,0,2,0,21.5
12 radiata st wirrabara sa 5481,https://yourpropertyguide.com.au/suburbs/wirrabara-sa-5481,0,1,0,23
12 rees way lambton,https://www.yourpropertyguide.com.au/suburbs/lambton-nsw-2299/rees-way,0,2,0,15
12 santos court keilor downs vic 3038,https://www.yourpropertyguide.com.au/suburbs/keilor-downs-vic-3038,0,14,0,39.8
12 santos courtkeilor downs vic 3038,https://www.yourpropertyguide.com.au/suburbs/keilor-downs-vic-3038,0,5,0,47.2
